time/fps,train/critic_loss,train/learning_rate,train/ent_coef,time/episodes,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/ent_coef_loss,time/time_elapsed,train/actor_loss
303,,,,1732,,0.0,870000,500.0,,2863,
303,,,,1736,,0.0,870000,500.0,,2863,
303,,,,1740,,0.0,870000,500.0,,2863,
303,0.0007611179607920349,0.00075,0.0004201741248834878,1744,43834,0.0,880000,500.0,13.597248077392578,2896,-3.1475088596343994
303,,,,1748,,0.0,880000,500.0,,2896,
303,,,,1752,,0.0,880000,500.0,,2896,
303,,,,1756,,0.0,880000,500.0,,2896,
303,,,,1760,,0.0,880000,500.0,,2896,
303,0.00128227099776268,0.00075,0.00034371804213151336,1764,44334,0.0,890000,500.0,-13.724504470825195,2929,-3.087373733520508
303,,,,1768,,0.0,890000,500.0,,2929,
303,,,,1772,,0.0,890000,500.0,,2929,
303,,,,1776,,0.0,890000,500.0,,2929,
303,,,,1780,,0.0,890000,500.0,,2929,
303,0.0010333757381886244,0.00075,0.00033347259159199893,1784,44834,0.0,900000,500.0,10.723134994506836,2961,-2.9713234901428223
303,,,,1788,,0.0,900000,500.0,,2961,
303,,,,1792,,0.0,900000,500.0,,2961,
303,,,,1796,,0.0,900000,500.0,,2961,
303,,,,1800,,0.0,900000,500.0,,2961,
303,0.06602908670902252,0.00075,0.0003777173697017133,1804,45334,4.54,910000,500.0,10.294534683227539,2994,-2.980961322784424
303,,,,1808,,4.54,910000,500.0,,2994,
303,,,,1812,,4.54,910000,500.0,,2994,
303,,,,1816,,4.54,910000,500.0,,2994,
303,,,,1820,,4.54,910000,500.0,,2994,
303,0.07915230095386505,0.00075,0.0004450044652912766,1824,45834,4.54,920000,500.0,3.1917009353637695,3026,-2.955476760864258
303,,,,1828,,4.54,920000,500.0,,3026,
303,,,,1832,,4.54,920000,500.0,,3026,
303,,,,1836,,4.54,920000,500.0,,3026,
303,,,,1840,,4.54,920000,500.0,,3026,
304,0.0005642942269332707,0.00075,0.00043723187991417944,1844,46334,4.54,930000,500.0,-17.342395782470703,3058,-2.8665223121643066
304,,,,1848,,4.54,930000,500.0,,3058,
304,,,,1852,,4.54,930000,500.0,,3058,
304,,,,1856,,4.54,930000,500.0,,3058,
304,,,,1860,,4.54,930000,500.0,,3058,
304,0.001279028132557869,0.00075,0.00045535460230894387,1864,46834,4.54,940000,500.0,-16.039012908935547,3091,-2.82564640045166
304,,,,1868,,4.54,940000,500.0,,3091,
304,,,,1872,,4.54,940000,500.0,,3091,
304,,,,1876,,4.54,940000,500.0,,3091,
304,,,,1880,,4.54,940000,500.0,,3091,
304,0.00126343360170722,0.00075,0.00045049915206618607,1884,47334,4.54,950000,500.0,-5.072613716125488,3124,-2.751878023147583
304,,,,1888,,4.54,950000,500.0,,3124,
304,,,,1892,,4.54,950000,500.0,,3124,
304,,,,1896,,4.54,950000,500.0,,3124,
304,,,,1900,,4.54,950000,500.0,,3124,
304,0.0014759749174118042,0.00075,0.0004730910004582256,1904,47834,0.0,960000,500.0,1.957564353942871,3157,-2.7054810523986816
304,,,,1908,,0.0,960000,500.0,,3157,
304,,,,1912,,0.0,960000,500.0,,3157,
304,,,,1916,,0.0,960000,500.0,,3157,
304,,,,1920,,0.0,960000,500.0,,3157,
304,0.05822739005088806,0.00075,0.0003915021661669016,1924,48334,0.0,970000,500.0,-1.206878423690796,3190,-2.6736695766448975
304,,,,1928,,0.0,970000,500.0,,3190,
304,,,,1932,,0.0,970000,500.0,,3190,
304,,,,1936,,0.0,970000,500.0,,3190,
304,,,,1940,,0.0,970000,500.0,,3190,
304,0.0123349754139781,0.00075,0.0003875899128615856,1944,48834,0.0,980000,500.0,5.475690841674805,3223,-2.543895721435547
304,,,,1948,,0.0,980000,500.0,,3223,
304,,,,1952,,0.0,980000,500.0,,3223,
304,,,,1956,,0.0,980000,500.0,,3223,
304,,,,1960,,0.0,980000,500.0,,3223,
304,0.0017258299048990011,0.00075,0.00037102116039022803,1964,49334,0.0,990000,500.0,-10.71546745300293,3256,-2.4886350631713867
304,,,,1968,,0.0,990000,500.0,,3256,
304,,,,1972,,0.0,990000,500.0,,3256,
304,,,,1976,,0.0,990000,500.0,,3256,
304,,,,1980,,0.0,990000,500.0,,3256,
304,0.0005307339015416801,0.00075,0.000320780323818326,1984,49834,0.0,1000000,500.0,-6.701292037963867,3288,-2.462871551513672
304,,,,1988,,0.0,1000000,500.0,,3288,
304,,,,1992,,0.0,1000000,500.0,,3288,
304,,,,1996,,0.0,1000000,500.0,,3288,
304,,,,2000,,0.0,1000000,500.0,,3288,
