time/episodes,time/time_elapsed,train/ent_coef,train/n_updates,train/ent_coef_loss,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,train/learning_rate,time/fps
1732,2873,,,,,500.0,2.42,870000,,,302
1736,2873,,,,,500.0,2.42,870000,,,302
1740,2873,,,,,500.0,2.42,870000,,,302
1744,2906,0.0003513816627673805,43834,18.25200653076172,-3.095643997192383,500.0,2.42,880000,0.0006902724853716791,0.00075,302
1748,2906,,,,,500.0,2.42,880000,,,302
1752,2906,,,,,500.0,2.42,880000,,,302
1756,2906,,,,,500.0,2.42,880000,,,302
1760,2906,,,,,500.0,2.42,880000,,,302
1764,2940,0.0003659183857962489,44334,7.748658180236816,-3.0865936279296875,500.0,7.9,890000,0.008490605279803276,0.00075,302
1768,2940,,,,,500.0,7.9,890000,,,302
1772,2940,,,,,500.0,7.9,890000,,,302
1776,2940,,,,,500.0,7.9,890000,,,302
1780,2940,,,,,500.0,7.9,890000,,,302
1784,2973,0.0004103950341232121,44834,-5.246992111206055,-2.993074417114258,500.0,7.9,900000,0.0010615482460707426,0.00075,302
1788,2973,,,,,500.0,7.9,900000,,,302
1792,2973,,,,,500.0,7.9,900000,,,302
1796,2973,,,,,500.0,7.9,900000,,,302
1800,2973,,,,,500.0,7.9,900000,,,302
1804,3006,0.00035203556763008237,45334,-5.267624378204346,-2.8878016471862793,500.0,7.9,910000,0.07792417705059052,0.00075,302
1808,3006,,,,,500.0,7.9,910000,,,302
1812,3006,,,,,500.0,7.9,910000,,,302
1816,3006,,,,,500.0,7.9,910000,,,302
1820,3006,,,,,500.0,7.9,910000,,,302
1824,3038,0.00041585619328543544,45834,2.688838005065918,-2.936126708984375,500.0,7.72,920000,0.0012019455898553133,0.00075,302
1828,3038,,,,,500.0,7.72,920000,,,302
1832,3038,,,,,500.0,7.72,920000,,,302
1836,3038,,,,,500.0,7.72,920000,,,302
1840,3038,,,,,500.0,7.72,920000,,,302
1844,3071,0.0004217166861053556,46334,-5.971541404724121,-2.846701145172119,500.0,7.72,930000,0.12709945440292358,0.00075,302
1848,3071,,,,,500.0,7.72,930000,,,302
1852,3071,,,,,500.0,7.72,930000,,,302
1856,3071,,,,,500.0,7.72,930000,,,302
1860,3071,,,,,500.0,7.72,930000,,,302
1864,3104,0.0004074143653269857,46834,-10.231350898742676,-2.829592227935791,500.0,2.24,940000,0.008787011727690697,0.00075,302
1868,3104,,,,,500.0,2.24,940000,,,302
1872,3104,,,,,500.0,2.24,940000,,,302
1876,3104,,,,,500.0,2.24,940000,,,302
1880,3104,,,,,500.0,2.24,940000,,,302
1884,3138,0.0004096387710887939,47334,-6.279378890991211,-2.8279454708099365,500.0,2.24,950000,0.008916424587368965,0.00075,302
1888,3138,,,,,500.0,2.24,950000,,,302
1892,3138,,,,,500.0,2.24,950000,,,302
1896,3138,,,,,500.0,2.24,950000,,,302
1900,3138,,,,,500.0,2.24,950000,,,302
1904,3172,0.0003961421607527882,47834,7.973048686981201,-2.600531578063965,500.0,2.24,960000,0.0009502045577391982,0.00075,302
1908,3172,,,,,500.0,2.24,960000,,,302
1912,3172,,,,,500.0,2.24,960000,,,302
1916,3172,,,,,500.0,2.24,960000,,,302
1920,3172,,,,,500.0,2.24,960000,,,302
1924,3204,0.0003769629111047834,48334,13.470151901245117,-2.650916814804077,500.0,0.0,970000,0.008381162770092487,0.00075,302
1928,3204,,,,,500.0,0.0,970000,,,302
1932,3204,,,,,500.0,0.0,970000,,,302
1936,3204,,,,,500.0,0.0,970000,,,302
1940,3204,,,,,500.0,0.0,970000,,,302
1944,3237,0.00038012079312466085,48834,-2.808096408843994,-2.6378746032714844,500.0,0.0,980000,0.036015331745147705,0.00075,302
1948,3237,,,,,500.0,0.0,980000,,,302
1952,3237,,,,,500.0,0.0,980000,,,302
1956,3237,,,,,500.0,0.0,980000,,,302
1960,3237,,,,,500.0,0.0,980000,,,302
1964,3270,0.00037387621705420315,49334,-3.6164586544036865,-2.644763946533203,500.0,0.0,990000,0.001075751963071525,0.00075,302
1968,3270,,,,,500.0,0.0,990000,,,302
1972,3270,,,,,500.0,0.0,990000,,,302
1976,3270,,,,,500.0,0.0,990000,,,302
1980,3270,,,,,500.0,0.0,990000,,,302
1984,3303,0.00035802272032015026,49834,6.106222152709961,-2.5145812034606934,500.0,0.0,1000000,0.055770061910152435,0.00075,302
1988,3303,,,,,500.0,0.0,1000000,,,302
1992,3303,,,,,500.0,0.0,1000000,,,302
1996,3303,,,,,500.0,0.0,1000000,,,302
2000,3303,,,,,500.0,0.0,1000000,,,302
