train/critic_loss,time/fps,train/actor_loss,train/n_updates,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean,time/episodes,train/ent_coef,time/time_elapsed,train/ent_coef_loss,time/total_timesteps
,301,,,500.0,,0.0,1732,,2889,,870000
,301,,,500.0,,0.0,1736,,2889,,870000
,301,,,500.0,,0.0,1740,,2889,,870000
0.01889449916779995,301,-3.4871292114257812,43834,500.0,0.00075,0.0,1744,0.000854159239679575,2922,-18.625381469726562,880000
,301,,,500.0,,0.0,1748,,2922,,880000
,301,,,500.0,,0.0,1752,,2922,,880000
,301,,,500.0,,0.0,1756,,2922,,880000
,301,,,500.0,,0.0,1760,,2922,,880000
0.0014410129515454173,301,-3.4682254791259766,44334,500.0,0.00075,0.0,1764,0.0008013579645194113,2955,1.323563575744629,890000
,301,,,500.0,,0.0,1768,,2955,,890000
,301,,,500.0,,0.0,1772,,2955,,890000
,301,,,500.0,,0.0,1776,,2955,,890000
,301,,,500.0,,0.0,1780,,2955,,890000
0.0015660998178645968,301,-3.448859691619873,44834,500.0,0.00075,1.68,1784,0.0008336682803928852,2988,-13.793350219726562,900000
,301,,,500.0,,1.68,1788,,2988,,900000
,301,,,500.0,,1.68,1792,,2988,,900000
,301,,,500.0,,1.68,1796,,2988,,900000
,301,,,500.0,,1.68,1800,,2988,,900000
0.004341143183410168,301,-3.396604537963867,45334,500.0,0.00075,1.68,1804,0.0008456427021883428,3021,-11.273919105529785,910000
,301,,,500.0,,1.68,1808,,3021,,910000
,301,,,500.0,,1.68,1812,,3021,,910000
,301,,,500.0,,1.68,1816,,3021,,910000
,301,,,500.0,,1.68,1820,,3021,,910000
0.0701640322804451,301,-3.197420120239258,45834,500.0,0.00075,9.7,1824,0.0008818742935545743,3055,1.7646970748901367,920000
,301,,,500.0,,9.7,1828,,3055,,920000
,301,,,500.0,,9.7,1832,,3055,,920000
,301,,,500.0,,9.7,1836,,3055,,920000
,301,,,500.0,,9.7,1840,,3055,,920000
0.11283986270427704,301,-3.803347110748291,46334,500.0,0.00075,9.7,1844,0.0008226374629884958,3089,20.183788299560547,930000
,301,,,500.0,,9.7,1848,,3089,,930000
,301,,,500.0,,9.7,1852,,3089,,930000
,301,,,500.0,,9.7,1856,,3089,,930000
,301,,,500.0,,9.7,1860,,3089,,930000
0.00490511953830719,301,-3.379772186279297,46834,500.0,0.00075,9.7,1864,0.000920214457437396,3122,9.03058910369873,940000
,301,,,500.0,,9.7,1868,,3122,,940000
,301,,,500.0,,9.7,1872,,3122,,940000
,301,,,500.0,,9.7,1876,,3122,,940000
,301,,,500.0,,9.7,1880,,3122,,940000
0.008844376541674137,301,-3.3424599170684814,47334,500.0,0.00075,10.0,1884,0.0011072452180087566,3156,-1.9471906423568726,950000
,301,,,500.0,,10.0,1888,,3156,,950000
,301,,,500.0,,10.0,1892,,3156,,950000
,301,,,500.0,,10.0,1896,,3156,,950000
,301,,,500.0,,10.0,1900,,3156,,950000
0.13435286283493042,300,-3.0290603637695312,47834,500.0,0.00075,10.0,1904,0.0011734473519027233,3190,-0.9994709491729736,960000
,300,,,500.0,,10.0,1908,,3190,,960000
,300,,,500.0,,10.0,1912,,3190,,960000
,300,,,500.0,,10.0,1916,,3190,,960000
,300,,,500.0,,10.0,1920,,3190,,960000
0.01096571795642376,300,-2.9695076942443848,48334,500.0,0.00075,3.7,1924,0.0011064662830904126,3224,-3.8702573776245117,970000
,300,,,500.0,,3.7,1928,,3224,,970000
,300,,,500.0,,3.7,1932,,3224,,970000
,300,,,500.0,,3.7,1936,,3224,,970000
,300,,,500.0,,3.7,1940,,3224,,970000
0.02946307510137558,300,-2.922006607055664,48834,500.0,0.00075,12.55,1944,0.0010602684924378991,3257,-2.2876477241516113,980000
,300,,,500.0,,12.55,1948,,3257,,980000
,300,,,500.0,,12.55,1952,,3257,,980000
,300,,,500.0,,12.55,1956,,3257,,980000
,300,,,500.0,,12.55,1960,,3257,,980000
0.010825693607330322,300,-3.1854608058929443,49334,500.0,0.00075,12.55,1964,0.0010736139956861734,3292,-13.386405944824219,990000
,300,,,500.0,,12.55,1968,,3292,,990000
,300,,,500.0,,12.55,1972,,3292,,990000
,300,,,500.0,,12.55,1976,,3292,,990000
,300,,,500.0,,12.55,1980,,3292,,990000
0.012097176164388657,300,-2.735603094100952,49834,500.0,0.00075,10.57,1984,0.00110725371632725,3327,-6.776691436767578,1000000
,300,,,500.0,,10.57,1988,,3327,,1000000
,300,,,500.0,,10.57,1992,,3327,,1000000
,300,,,500.0,,10.57,1996,,3327,,1000000
,300,,,500.0,,10.57,2000,,3327,,1000000
