train/n_updates,time/episodes,train/learning_rate,train/actor_loss,train/critic_loss,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/ent_coef_loss
43834,1744,0.00075,-26.92196273803711,42.635841369628906,500.0,880000,0.009200161322951317,365.12,385,2284,-3.491337776184082
,1748,,,,500.0,880000,,365.12,385,2284,
,1752,,,,500.0,880000,,365.12,385,2284,
,1756,,,,500.0,880000,,365.12,385,2284,
,1760,,,,500.0,880000,,365.12,385,2284,
44334,1764,0.00075,-23.816436767578125,0.3259273171424866,500.0,890000,0.009230551309883595,338.05,385,2309,-2.8115828037261963
,1768,,,,500.0,890000,,338.05,385,2309,
,1772,,,,500.0,890000,,338.05,385,2309,
,1776,,,,500.0,890000,,338.05,385,2309,
,1780,,,,500.0,890000,,338.05,385,2310,
44834,1784,0.00075,-28.732769012451172,0.7287572026252747,500.0,900000,0.009842297993600368,299.87,385,2336,-4.446247577667236
,1788,,,,500.0,900000,,299.87,385,2336,
,1792,,,,500.0,900000,,299.87,385,2336,
,1796,,,,500.0,900000,,299.87,385,2336,
,1800,,,,500.0,900000,,299.87,385,2336,
45334,1804,0.00075,-31.85568618774414,0.7182987928390503,500.0,910000,0.009827028028666973,266.35,385,2362,7.088436126708984
,1808,,,,500.0,910000,,266.35,385,2362,
,1812,,,,500.0,910000,,266.35,385,2362,
,1816,,,,500.0,910000,,266.35,385,2362,
,1820,,,,500.0,910000,,266.35,385,2362,
45834,1824,0.00075,-31.466796875,0.7922865748405457,500.0,920000,0.010391661897301674,267.5,385,2387,-1.1657097339630127
,1828,,,,500.0,920000,,267.5,385,2387,
,1832,,,,500.0,920000,,267.5,385,2387,
,1836,,,,500.0,920000,,267.5,385,2387,
,1840,,,,500.0,920000,,267.5,385,2387,
46334,1844,0.00075,-31.839521408081055,1.8142924308776855,500.0,930000,0.010035653598606586,272.64,385,2413,5.196193218231201
,1848,,,,500.0,930000,,272.64,385,2413,
,1852,,,,500.0,930000,,272.64,385,2413,
,1856,,,,500.0,930000,,272.64,385,2413,
,1860,,,,500.0,930000,,272.64,385,2413,
46834,1864,0.00075,-32.50958251953125,1.1289396286010742,500.0,940000,0.010677484795451164,303.1,385,2439,8.118520736694336
,1868,,,,500.0,940000,,303.1,385,2439,
,1872,,,,500.0,940000,,303.1,385,2439,
,1876,,,,500.0,940000,,303.1,385,2439,
,1880,,,,500.0,940000,,303.1,385,2439,
47334,1884,0.00075,-28.471330642700195,0.5211515426635742,500.0,950000,0.01100102812051773,320.43,385,2465,-2.1983988285064697
,1888,,,,500.0,950000,,320.43,385,2465,
,1892,,,,500.0,950000,,320.43,385,2465,
,1896,,,,500.0,950000,,320.43,385,2465,
,1900,,,,500.0,950000,,320.43,385,2465,
47834,1904,0.00075,-32.530616760253906,0.4020822048187256,500.0,960000,0.009789220988750458,353.72,385,2490,-2.842494487762451
,1908,,,,500.0,960000,,353.72,385,2490,
,1912,,,,500.0,960000,,353.72,385,2490,
,1916,,,,500.0,960000,,353.72,385,2490,
,1920,,,,500.0,960000,,353.72,385,2490,
48334,1924,0.00075,-34.23870086669922,1.0563297271728516,500.0,970000,0.010745692066848278,374.42,385,2516,-2.0169014930725098
,1928,,,,500.0,970000,,374.42,385,2516,
,1932,,,,500.0,970000,,374.42,385,2516,
,1936,,,,500.0,970000,,374.42,385,2516,
,1940,,,,500.0,970000,,374.42,385,2516,
48834,1944,0.00075,-34.43438720703125,1.128273367881775,500.0,980000,0.010264529846608639,369.18,385,2541,3.951874017715454
,1948,,,,500.0,980000,,369.18,385,2541,
,1952,,,,500.0,980000,,369.18,385,2541,
,1956,,,,500.0,980000,,369.18,385,2541,
,1960,,,,500.0,980000,,369.18,385,2541,
49334,1964,0.00075,-31.56867218017578,1.000616431236267,500.0,990000,0.011064029298722744,371.18,385,2567,-2.432220458984375
,1968,,,,500.0,990000,,371.18,385,2567,
,1972,,,,500.0,990000,,371.18,385,2567,
,1976,,,,500.0,990000,,371.18,385,2567,
,1980,,,,500.0,990000,,371.18,385,2567,
49834,1984,0.00075,-32.350746154785156,0.7145692110061646,500.0,1000000,0.011029716581106186,384.77,385,2593,2.0482194423675537
,1988,,,,500.0,1000000,,384.77,385,2593,
,1992,,,,500.0,1000000,,384.77,385,2593,
,1996,,,,500.0,1000000,,384.77,385,2593,
,2000,,,,500.0,1000000,,384.77,385,2593,
