train/critic_loss,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/ent_coef,time/time_elapsed,train/n_updates,train/ent_coef_loss,train/learning_rate,time/total_timesteps,train/actor_loss,time/fps
0.2867583930492401,1744,500.0,0.0,0.0020134986843913794,2619,43834,-6.967784404754639,0.0003,880000,-4.524309158325195,335
,1748,500.0,0.0,,2619,,,,880000,,335
,1752,500.0,0.0,,2619,,,,880000,,335
,1756,500.0,0.0,,2619,,,,880000,,335
,1760,500.0,0.0,,2619,,,,880000,,335
0.644171953201294,1764,500.0,0.0,0.0019041128689423203,2649,44334,-4.2892985343933105,0.0003,890000,-4.466900825500488,335
,1768,500.0,0.0,,2649,,,,890000,,335
,1772,500.0,0.0,,2649,,,,890000,,335
,1776,500.0,0.0,,2649,,,,890000,,335
,1780,500.0,0.0,,2649,,,,890000,,335
1.8209571838378906,1784,500.0,0.0,0.0018623416544869542,2681,44834,-9.88079833984375,0.0003,900000,-4.443615913391113,335
,1788,500.0,0.0,,2681,,,,900000,,335
,1792,500.0,0.0,,2681,,,,900000,,335
,1796,500.0,0.0,,2681,,,,900000,,335
,1800,500.0,0.0,,2681,,,,900000,,335
24.868989944458008,1804,500.0,0.0,0.001748206326738,2710,45334,-1.4290127754211426,0.0003,910000,-4.27072286605835,335
,1808,500.0,0.0,,2710,,,,910000,,335
,1812,500.0,0.0,,2710,,,,910000,,335
,1816,500.0,0.0,,2710,,,,910000,,335
,1820,500.0,0.0,,2710,,,,910000,,335
0.08071228116750717,1824,500.0,0.0,0.0016370892990380526,2739,45834,-2.0821282863616943,0.0003,920000,-4.662189483642578,335
,1828,500.0,0.0,,2739,,,,920000,,335
,1832,500.0,0.0,,2739,,,,920000,,335
,1836,500.0,0.0,,2739,,,,920000,,335
,1840,500.0,0.0,,2739,,,,920000,,335
0.927095353603363,1844,500.0,0.0,0.0014907936565577984,2768,46334,-7.210972309112549,0.0003,930000,-4.180222034454346,335
,1848,500.0,0.0,,2768,,,,930000,,335
,1852,500.0,0.0,,2768,,,,930000,,335
,1856,500.0,0.0,,2768,,,,930000,,335
,1860,500.0,0.0,,2768,,,,930000,,335
0.9770482778549194,1864,500.0,0.0,0.0014835101319476962,2803,46834,-4.381016731262207,0.0003,940000,-3.991523265838623,335
,1868,500.0,0.0,,2803,,,,940000,,335
,1872,500.0,0.0,,2803,,,,940000,,335
,1876,500.0,0.0,,2803,,,,940000,,335
,1880,500.0,0.0,,2803,,,,940000,,335
0.17893612384796143,1884,500.0,0.0,0.0014295930741354823,2831,47334,10.820889472961426,0.0003,950000,-4.298759460449219,335
,1888,500.0,0.0,,2831,,,,950000,,335
,1892,500.0,0.0,,2831,,,,950000,,335
,1896,500.0,0.0,,2831,,,,950000,,335
,1900,500.0,0.0,,2831,,,,950000,,335
0.3451591432094574,1904,500.0,11.71,0.0013748302590101957,2862,47834,-2.9620184898376465,0.0003,960000,-4.1473612785339355,335
,1908,500.0,11.71,,2862,,,,960000,,335
,1912,500.0,11.71,,2862,,,,960000,,335
,1916,500.0,11.71,,2862,,,,960000,,335
,1920,500.0,11.71,,2862,,,,960000,,335
0.12317204475402832,1924,500.0,11.98,0.0012673437595367432,2892,48334,2.1378846168518066,0.0003,970000,-3.7366762161254883,335
,1928,500.0,11.98,,2892,,,,970000,,335
,1932,500.0,11.98,,2892,,,,970000,,335
,1936,500.0,11.98,,2892,,,,970000,,335
,1940,500.0,11.98,,2892,,,,970000,,335
0.061046697199344635,1944,500.0,18.18,0.0012379573890939355,2923,48834,-8.79641342163086,0.0003,980000,-4.057675361633301,335
,1948,500.0,18.18,,2923,,,,980000,,335
,1952,500.0,18.18,,2923,,,,980000,,335
,1956,500.0,18.18,,2923,,,,980000,,335
,1960,500.0,18.18,,2923,,,,980000,,335
0.09344150125980377,1964,500.0,19.83,0.001131298253312707,2953,49334,-0.8641551733016968,0.0003,990000,-3.5434410572052,335
,1968,500.0,19.83,,2953,,,,990000,,335
,1972,500.0,19.83,,2953,,,,990000,,335
,1976,500.0,19.83,,2953,,,,990000,,335
,1980,500.0,19.83,,2953,,,,990000,,335
0.06254956126213074,1984,500.0,19.83,0.001159512554295361,2984,49834,3.5958781242370605,0.0003,1000000,-3.562525749206543,335
,1988,500.0,19.83,,2984,,,,1000000,,335
,1992,500.0,19.83,,2984,,,,1000000,,335
,1996,500.0,19.83,,2984,,,,1000000,,335
,2000,500.0,19.83,,2984,,,,1000000,,335
