time/episodes,train/actor_loss,time/total_timesteps,rollout/ep_rew_mean,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/n_updates,time/fps,time/time_elapsed,rollout/ep_len_mean,train/critic_loss
1744,-9.744571685791016,880000,44.19,0.003772492054849863,-7.126915454864502,0.00075,43834,383,2294,500.0,0.18535789847373962
1748,,880000,44.19,,,,,383,2294,500.0,
1752,,880000,44.19,,,,,383,2294,500.0,
1756,,880000,44.19,,,,,383,2294,500.0,
1760,,880000,44.19,,,,,383,2294,500.0,
1764,-10.355087280273438,890000,24.22,0.003979853820055723,-1.1965481042861938,0.00075,44334,383,2320,500.0,0.27365589141845703
1768,,890000,24.22,,,,,383,2320,500.0,
1772,,890000,24.22,,,,,383,2320,500.0,
1776,,890000,24.22,,,,,383,2320,500.0,
1780,,890000,24.22,,,,,383,2320,500.0,
1784,-8.843829154968262,900000,35.08,0.004299117252230644,1.937203049659729,0.00075,44834,383,2346,500.0,0.1192462295293808
1788,,900000,35.08,,,,,383,2346,500.0,
1792,,900000,35.08,,,,,383,2346,500.0,
1796,,900000,35.08,,,,,383,2346,500.0,
1800,,900000,35.08,,,,,383,2346,500.0,
1804,-9.243106842041016,910000,29.38,0.004276797641068697,-9.268917083740234,0.00075,45334,383,2372,500.0,0.1377815306186676
1808,,910000,29.38,,,,,383,2372,500.0,
1812,,910000,29.38,,,,,383,2372,500.0,
1816,,910000,29.38,,,,,383,2372,500.0,
1820,,910000,29.38,,,,,383,2372,500.0,
1824,-10.553319931030273,920000,53.04,0.004350532311946154,2.409024238586426,0.00075,45834,383,2398,500.0,0.2935447692871094
1828,,920000,53.04,,,,,383,2398,500.0,
1832,,920000,53.04,,,,,383,2398,500.0,
1836,,920000,53.04,,,,,383,2398,500.0,
1840,,920000,53.04,,,,,383,2398,500.0,
1844,-9.463273048400879,930000,37.36,0.0038761228788644075,-1.5166542530059814,0.00075,46334,383,2423,500.0,0.12487450987100601
1848,,930000,37.36,,,,,383,2423,500.0,
1852,,930000,37.36,,,,,383,2423,500.0,
1856,,930000,37.36,,,,,383,2423,500.0,
1860,,930000,37.36,,,,,383,2423,500.0,
1864,-11.930790901184082,940000,37.36,0.004444183316081762,2.8846874237060547,0.00075,46834,383,2448,500.0,0.2359900176525116
1868,,940000,37.36,,,,,383,2448,500.0,
1872,,940000,37.36,,,,,383,2448,500.0,
1876,,940000,37.36,,,,,383,2448,500.0,
1880,,940000,37.36,,,,,383,2448,500.0,
1884,-10.725406646728516,950000,43.92,0.004831966012716293,2.538651466369629,0.00075,47334,383,2474,500.0,0.1406846046447754
1888,,950000,43.92,,,,,383,2474,500.0,
1892,,950000,43.92,,,,,383,2474,500.0,
1896,,950000,43.92,,,,,383,2474,500.0,
1900,,950000,43.92,,,,,383,2474,500.0,
1904,-11.008943557739258,960000,46.28,0.005070977844297886,-0.31844353675842285,0.00075,47834,384,2499,500.0,0.20558178424835205
1908,,960000,46.28,,,,,384,2499,500.0,
1912,,960000,46.28,,,,,384,2499,500.0,
1916,,960000,46.28,,,,,384,2499,500.0,
1920,,960000,46.28,,,,,384,2499,500.0,
1924,-10.572598457336426,970000,27.53,0.004700636491179466,7.593036651611328,0.00075,48334,384,2525,500.0,0.6530382633209229
1928,,970000,27.53,,,,,384,2525,500.0,
1932,,970000,27.53,,,,,384,2525,500.0,
1936,,970000,27.53,,,,,384,2525,500.0,
1940,,970000,27.53,,,,,384,2525,500.0,
1944,-10.86473274230957,980000,43.05,0.005227763205766678,-1.9587209224700928,0.00075,48834,384,2551,500.0,0.21217283606529236
1948,,980000,43.05,,,,,384,2551,500.0,
1952,,980000,43.05,,,,,384,2551,500.0,
1956,,980000,43.05,,,,,384,2551,500.0,
1960,,980000,43.05,,,,,384,2551,500.0,
1964,-13.608691215515137,990000,45.72,0.005637763068079948,-1.763476014137268,0.00075,49334,384,2577,500.0,0.5761523246765137
1968,,990000,45.72,,,,,384,2577,500.0,
1972,,990000,45.72,,,,,384,2577,500.0,
1976,,990000,45.72,,,,,384,2577,500.0,
1980,,990000,45.72,,,,,384,2577,500.0,
1984,-10.948060989379883,1000000,35.4,0.006031136494129896,1.5264266729354858,0.00075,49834,384,2603,500.0,0.1471795290708542
1988,,1000000,35.4,,,,,384,2603,500.0,
1992,,1000000,35.4,,,,,384,2603,500.0,
1996,,1000000,35.4,,,,,384,2603,500.0,
2000,,1000000,35.4,,,,,384,2603,500.0,
