rollout/ep_rew_mean,train/critic_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,time/time_elapsed,time/fps,train/n_updates,train/actor_loss,train/ent_coef
58.92,0.6343811750411987,1744,880000,500.0,0.00075,0.0725252628326416,2271,387,43834,-20.176422119140625,0.008847784250974655
58.92,,1748,880000,500.0,,,2271,387,,,
58.92,,1752,880000,500.0,,,2271,387,,,
58.92,,1756,880000,500.0,,,2271,387,,,
58.92,,1760,880000,500.0,,,2271,387,,,
50.17,2.5316531658172607,1764,890000,500.0,0.00075,-0.19505560398101807,2296,387,44334,-18.499561309814453,0.00942135974764824
50.17,,1768,890000,500.0,,,2296,387,,,
50.17,,1772,890000,500.0,,,2296,387,,,
50.17,,1776,890000,500.0,,,2296,387,,,
50.17,,1780,890000,500.0,,,2296,387,,,
73.64,0.3370985984802246,1784,900000,500.0,0.00075,8.881134033203125,2324,387,44834,-20.239158630371094,0.010400411672890186
73.64,,1788,900000,500.0,,,2324,387,,,
73.64,,1792,900000,500.0,,,2324,387,,,
73.64,,1796,900000,500.0,,,2324,387,,,
73.64,,1800,900000,500.0,,,2324,387,,,
87.64,0.28872019052505493,1804,910000,500.0,0.00075,-6.524967193603516,2350,387,45334,-19.552867889404297,0.011080999858677387
87.64,,1808,910000,500.0,,,2350,387,,,
87.64,,1812,910000,500.0,,,2350,387,,,
87.64,,1816,910000,500.0,,,2350,387,,,
87.64,,1820,910000,500.0,,,2350,387,,,
105.67,0.5253440141677856,1824,920000,500.0,0.00075,-6.179518699645996,2376,387,45834,-22.605628967285156,0.010263540782034397
105.67,,1828,920000,500.0,,,2376,387,,,
105.67,,1832,920000,500.0,,,2376,387,,,
105.67,,1836,920000,500.0,,,2376,387,,,
105.67,,1840,920000,500.0,,,2376,387,,,
112.08,1.0477941036224365,1844,930000,500.0,0.00075,4.248849868774414,2402,387,46334,-25.186553955078125,0.01065879501402378
112.08,,1848,930000,500.0,,,2402,387,,,
112.08,,1852,930000,500.0,,,2402,387,,,
112.08,,1856,930000,500.0,,,2402,387,,,
112.08,,1860,930000,500.0,,,2402,387,,,
145.25,0.5397897362709045,1864,940000,500.0,0.00075,1.9913026094436646,2428,387,46834,-27.60498809814453,0.010800370015203953
145.25,,1868,940000,500.0,,,2428,387,,,
145.25,,1872,940000,500.0,,,2428,387,,,
145.25,,1876,940000,500.0,,,2428,387,,,
145.25,,1880,940000,500.0,,,2428,387,,,
113.13,0.5392943024635315,1884,950000,500.0,0.00075,-3.272942066192627,2455,386,47334,-25.585357666015625,0.011487712152302265
113.13,,1888,950000,500.0,,,2455,386,,,
113.13,,1892,950000,500.0,,,2455,386,,,
113.13,,1896,950000,500.0,,,2455,386,,,
113.13,,1900,950000,500.0,,,2455,386,,,
138.89,1.439155101776123,1904,960000,500.0,0.00075,-5.061802387237549,2482,386,47834,-22.978910446166992,0.010700910352170467
138.89,,1908,960000,500.0,,,2482,386,,,
138.89,,1912,960000,500.0,,,2482,386,,,
138.89,,1916,960000,500.0,,,2482,386,,,
138.89,,1920,960000,500.0,,,2482,386,,,
133.23,6.7494049072265625,1924,970000,500.0,0.00075,-2.7630577087402344,2508,386,48334,-27.05323028564453,0.011820194311439991
133.23,,1928,970000,500.0,,,2508,386,,,
133.23,,1932,970000,500.0,,,2508,386,,,
133.23,,1936,970000,500.0,,,2508,386,,,
133.23,,1940,970000,500.0,,,2508,386,,,
131.88,1.5981218814849854,1944,980000,500.0,0.00075,-5.65731954574585,2535,386,48834,-28.214139938354492,0.011950457468628883
131.88,,1948,980000,500.0,,,2535,386,,,
131.88,,1952,980000,500.0,,,2535,386,,,
131.88,,1956,980000,500.0,,,2535,386,,,
131.88,,1960,980000,500.0,,,2535,386,,,
97.6,1.4039639234542847,1964,990000,500.0,0.00075,-2.9526443481445312,2563,386,49334,-31.0540828704834,0.012788242660462856
97.6,,1968,990000,500.0,,,2563,386,,,
97.6,,1972,990000,500.0,,,2563,386,,,
97.6,,1976,990000,500.0,,,2563,386,,,
97.6,,1980,990000,500.0,,,2563,386,,,
114.73,0.6730138063430786,1984,1000000,500.0,0.00075,-4.019029140472412,2589,386,49834,-30.698640823364258,0.012504447251558304
114.73,,1988,1000000,500.0,,,2590,386,,,
114.73,,1992,1000000,500.0,,,2590,386,,,
114.73,,1996,1000000,500.0,,,2590,386,,,
114.73,,2000,1000000,500.0,,,2590,386,,,
