time/episodes,time/time_elapsed,train/learning_rate,time/fps,train/critic_loss,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,train/ent_coef_loss,time/total_timesteps,train/actor_loss,train/ent_coef
1744,2252,0.00075,390,0.09472235292196274,3.1,43834,500.0,-0.2717024087905884,880000,-3.60136079788208,0.0008278953027911484
1748,2252,,390,,3.1,,500.0,,880000,,
1752,2252,,390,,3.1,,500.0,,880000,,
1756,2252,,390,,3.1,,500.0,,880000,,
1760,2252,,390,,3.1,,500.0,,880000,,
1764,2277,0.00075,390,0.0038002522196620703,5.43,44334,500.0,-11.227080345153809,890000,-3.533294200897217,0.0009104881319217384
1768,2277,,390,,5.43,,500.0,,890000,,
1772,2277,,390,,5.43,,500.0,,890000,,
1776,2277,,390,,5.43,,500.0,,890000,,
1780,2277,,390,,5.43,,500.0,,890000,,
1784,2302,0.00075,390,0.006128065288066864,5.43,44834,500.0,-5.241523265838623,900000,-3.572429656982422,0.0008513161446899176
1788,2302,,390,,5.43,,500.0,,900000,,
1792,2302,,390,,5.43,,500.0,,900000,,
1796,2302,,390,,5.43,,500.0,,900000,,
1800,2302,,390,,5.43,,500.0,,900000,,
1804,2328,0.00075,390,0.0071041276678442955,5.69,45334,500.0,0.8990840911865234,910000,-3.4803218841552734,0.0008434273768216372
1808,2328,,390,,5.69,,500.0,,910000,,
1812,2328,,390,,5.69,,500.0,,910000,,
1816,2328,,390,,5.69,,500.0,,910000,,
1820,2328,,390,,5.69,,500.0,,910000,,
1824,2354,0.00075,390,0.09042450785636902,5.92,45834,500.0,5.723368167877197,920000,-3.2103443145751953,0.0007979262736625969
1828,2354,,390,,5.92,,500.0,,920000,,
1832,2354,,390,,5.92,,500.0,,920000,,
1836,2354,,390,,5.92,,500.0,,920000,,
1840,2354,,390,,5.92,,500.0,,920000,,
1844,2381,0.00075,390,0.004701233468949795,5.95,46334,500.0,-14.924118041992188,930000,-3.252530574798584,0.0009752046898938715
1848,2381,,390,,5.95,,500.0,,930000,,
1852,2381,,390,,5.95,,500.0,,930000,,
1856,2381,,390,,5.95,,500.0,,930000,,
1860,2381,,390,,5.95,,500.0,,930000,,
1864,2406,0.00075,390,0.0077108293771743774,1.55,46834,500.0,-10.509215354919434,940000,-3.2447571754455566,0.0010251444764435291
1868,2406,,390,,1.55,,500.0,,940000,,
1872,2406,,390,,1.55,,500.0,,940000,,
1876,2406,,390,,1.55,,500.0,,940000,,
1880,2406,,390,,1.55,,500.0,,940000,,
1884,2432,0.00075,390,0.04134763777256012,5.1,47334,500.0,2.016136884689331,950000,-3.0278337001800537,0.0010041967034339905
1888,2432,,390,,5.1,,500.0,,950000,,
1892,2432,,390,,5.1,,500.0,,950000,,
1896,2432,,390,,5.1,,500.0,,950000,,
1900,2432,,390,,5.1,,500.0,,950000,,
1904,2457,0.00075,390,0.022529132664203644,4.84,47834,500.0,16.125015258789062,960000,-3.093101978302002,0.0010673747165128589
1908,2457,,390,,4.84,,500.0,,960000,,
1912,2457,,390,,4.84,,500.0,,960000,,
1916,2457,,390,,4.84,,500.0,,960000,,
1920,2457,,390,,4.84,,500.0,,960000,,
1924,2482,0.00075,390,0.016138045117259026,3.58,48334,500.0,10.139118194580078,970000,-2.838165044784546,0.001233316259458661
1928,2482,,390,,3.58,,500.0,,970000,,
1932,2482,,390,,3.58,,500.0,,970000,,
1936,2482,,390,,3.58,,500.0,,970000,,
1940,2482,,390,,3.58,,500.0,,970000,,
1944,2507,0.00075,390,0.0623689703643322,4.77,48834,500.0,8.843965530395508,980000,-3.0968146324157715,0.0013211414916440845
1948,2507,,390,,4.77,,500.0,,980000,,
1952,2507,,390,,4.77,,500.0,,980000,,
1956,2507,,390,,4.77,,500.0,,980000,,
1960,2507,,390,,4.77,,500.0,,980000,,
1964,2533,0.00075,390,0.012127463705837727,4.77,49334,500.0,-0.5020325183868408,990000,-3.1798079013824463,0.0016302465228363872
1968,2533,,390,,4.77,,500.0,,990000,,
1972,2533,,390,,4.77,,500.0,,990000,,
1976,2533,,390,,4.77,,500.0,,990000,,
1980,2533,,390,,4.77,,500.0,,990000,,
1984,2560,0.00075,390,0.01862606778740883,1.22,49834,500.0,5.234943389892578,1000000,-2.792778253555298,0.0017186016775667667
1988,2560,,390,,1.22,,500.0,,1000000,,
1992,2560,,390,,1.22,,500.0,,1000000,,
1996,2560,,390,,1.22,,500.0,,1000000,,
2000,2560,,390,,1.22,,500.0,,1000000,,
