rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/ent_coef,train/learning_rate,time/episodes,train/actor_loss,train/ent_coef_loss,time/time_elapsed,train/critic_loss,time/fps,time/total_timesteps
500.0,43834,208.81,0.008295119740068913,0.00075,1744,-25.68825912475586,4.75996732711792,2289,0.42310580611228943,384,880000
500.0,,208.81,,,1748,,,2289,,384,880000
500.0,,208.81,,,1752,,,2289,,384,880000
500.0,,208.81,,,1756,,,2289,,384,880000
500.0,,208.81,,,1760,,,2289,,384,880000
500.0,44334,164.08,0.008668208494782448,0.00075,1764,-24.832382202148438,-3.742856025695801,2315,0.6201528310775757,384,890000
500.0,,164.08,,,1768,,,2315,,384,890000
500.0,,164.08,,,1772,,,2315,,384,890000
500.0,,164.08,,,1776,,,2315,,384,890000
500.0,,164.08,,,1780,,,2315,,384,890000
500.0,44834,182.77,0.0088933315128088,0.00075,1784,-24.926895141601562,-3.3235368728637695,2341,0.2988160252571106,384,900000
500.0,,182.77,,,1788,,,2341,,384,900000
500.0,,182.77,,,1792,,,2341,,384,900000
500.0,,182.77,,,1796,,,2341,,384,900000
500.0,,182.77,,,1800,,,2341,,384,900000
500.0,45334,210.38,0.008562401868402958,0.00075,1804,-28.38378143310547,-0.16230231523513794,2366,25.465726852416992,384,910000
500.0,,210.38,,,1808,,,2366,,384,910000
500.0,,210.38,,,1812,,,2366,,384,910000
500.0,,210.38,,,1816,,,2366,,384,910000
500.0,,210.38,,,1820,,,2366,,384,910000
500.0,45834,226.67,0.009877399541437626,0.00075,1824,-26.82268714904785,1.5891993045806885,2392,0.4482049345970154,384,920000
500.0,,226.67,,,1828,,,2392,,384,920000
500.0,,226.67,,,1832,,,2392,,384,920000
500.0,,226.67,,,1836,,,2392,,384,920000
500.0,,226.67,,,1840,,,2392,,384,920000
500.0,46334,240.44,0.010241526179015636,0.00075,1844,-23.630374908447266,-3.4127273559570312,2418,5.378358840942383,384,930000
500.0,,240.44,,,1848,,,2418,,384,930000
500.0,,240.44,,,1852,,,2418,,384,930000
500.0,,240.44,,,1856,,,2418,,384,930000
500.0,,240.44,,,1860,,,2418,,384,930000
500.0,46834,267.33,0.009991158731281757,0.00075,1864,-24.024269104003906,-1.354270339012146,2444,1.0111037492752075,384,940000
500.0,,267.33,,,1868,,,2444,,384,940000
500.0,,267.33,,,1872,,,2444,,384,940000
500.0,,267.33,,,1876,,,2444,,384,940000
500.0,,267.33,,,1880,,,2444,,384,940000
500.0,47334,253.86,0.009878496639430523,0.00075,1884,-28.905292510986328,12.503205299377441,2470,0.7439045906066895,384,950000
500.0,,253.86,,,1888,,,2470,,384,950000
500.0,,253.86,,,1892,,,2470,,384,950000
500.0,,253.86,,,1896,,,2470,,384,950000
500.0,,253.86,,,1900,,,2470,,384,950000
500.0,47834,268.05,0.010912783443927765,0.00075,1904,-28.60173988342285,-4.66864013671875,2496,0.6980839967727661,384,960000
500.0,,268.05,,,1908,,,2496,,384,960000
500.0,,268.05,,,1912,,,2496,,384,960000
500.0,,268.05,,,1916,,,2496,,384,960000
500.0,,268.05,,,1920,,,2496,,384,960000
500.0,48334,312.37,0.008676384575664997,0.00075,1924,-29.272029876708984,6.676573753356934,2522,0.4048832952976227,384,970000
500.0,,312.37,,,1928,,,2522,,384,970000
500.0,,312.37,,,1932,,,2522,,384,970000
500.0,,312.37,,,1936,,,2522,,384,970000
500.0,,312.37,,,1940,,,2522,,384,970000
500.0,48834,307.08,0.009177363477647305,0.00075,1944,-34.645751953125,3.745009422302246,2548,12.047574996948242,384,980000
500.0,,307.08,,,1948,,,2548,,384,980000
500.0,,307.08,,,1952,,,2548,,384,980000
500.0,,307.08,,,1956,,,2548,,384,980000
500.0,,307.08,,,1960,,,2548,,384,980000
500.0,49334,340.08,0.010845661163330078,0.00075,1964,-33.1340217590332,1.1801941394805908,2574,0.4405880570411682,384,990000
500.0,,340.08,,,1968,,,2574,,384,990000
500.0,,340.08,,,1972,,,2574,,384,990000
500.0,,340.08,,,1976,,,2574,,384,990000
500.0,,340.08,,,1980,,,2574,,384,990000
500.0,49834,363.93,0.01068640872836113,0.00075,1984,-30.0040340423584,2.962336540222168,2600,0.8136249780654907,384,1000000
500.0,,363.93,,,1988,,,2600,,384,1000000
500.0,,363.93,,,1992,,,2600,,384,1000000
500.0,,363.93,,,1996,,,2600,,384,1000000
500.0,,363.93,,,2000,,,2600,,384,1000000
